"","country_year","RECONCILED.post_elec_violence","RECONCILED.turnout","RECONCILED.elec_integrity","RECONCILED.pre_elec_legal_integrity","RECONCILED.elec_explicit_cheating","electexec","electleg","electboth","IAEP.Constitution.amended.this.year.","IAEP.Age.of.constitution..years.","govstruct","IAEP.Regional.government.reps.selected","IAEP.Election.scheduled","IAEP.Election.period","IAEP.Do.party.nominations.field.leg.candidates.","IAEP.Do.party.nominations.field.executive.candidates.","IAEP.Leg.elec.sys","IAEP.Exec.elec.sys","IAEP.Exec.elec.rules","IAEP.Num.of.parties.that.hold....5..of.legislature","IAEP.Official.state.party.","IAEP.Leg.elec.competetive.","IAEP.Exec.elec.competetive.","IAEP.Boycotted.by.major.party.","IAEP.Did.election.cause.protest.violence.","IAEP.protestpart","IAEP...of.pop.voting.in.leg.elec","IAEP...of.pop.voting.in.exec.elec","EXELEC","LEGELEC","QED.Transitional.election","QED.Runoff.election","QED.Freedom.to.change.government","QED.Freedom.of.association","QED.Freedom.of.speech","QED.Overall.election.quality","QED.Extent.of.election.problems","QED.Pre.election.legal.structural.enviornment","QED.Pre.election.political.conditions","QED.Pre.election.violence.unrest","QED.Pre.election.administrative.capacity","QED.Election.day.explicit.cheating","QED.Election.day.violence.unrest","QED.Election.day.administrative.capacity","PEI...years.since.last.regime.transition","PEI.WB.income.level","PEI.PEI.index.of.electoral.integrity..imputed","PEI.Rating.of.electoral.integrity..1.10.","PEI.Electoral.laws.index..0.100...imputed","PEI.Electoral.prodcedures.index..0.100...imputed","PEI.Voting.district.boundaries.index..0.100...imputed","PEI.Voter.regisration.index..0.100...imputed","PEI.Party.candidate.registration.index..0.100...imputed","PEI.Media.coverage.index..0.100...imputed","PEI.Campaign.finance.index..0.100...imputed","PEI.Voting.process.index..0.100...imputed","PEI.Vote.count.index..0.100...imputed","PEI.Voting.results.reactions.index..protests.disputes...0.100...imputed","PEI.Electoral.authorities.index..0.100...imputed","PEI.turnout","POLITY5.fragment","POLITY5.polity2","POLITY5.durable","POLITY5.parreg","POLITY5.parcomp","POLITY5.regtrans","FH.status","FH.fh_total","WB.GDP.per.capita..constant.2015.US..","WB.Foreign.direct.investment..net.inflows..BoP..current.US.","WB.Inflation..consumer.prices..annual...","WB.Gini.index","nelda1","nelda3","nelda4","nelda5","nelda11","nelda17","nelda18","nelda29","nelda30","nelda32","nelda45","nelda46","nelda47","nelda48","nelda49","CIRI.PHYSINT","CIRI.NEW_EMPINX","CIRI.ELECSD","CIRI.WOPOL","CIRI.INJUD","AFRO.datapresent","Press.Freedom.Index"
"188","Sudan-1980",0,NA,2,2,NA,"No","Yes","No","No","7","Federal system","Autonomous decision","Yes, inexact periods","Multiple days","Yes","Yes","Plurality (FPP)","Directly elected","Missing information","One","Yes","No","No","No","No","N/A - no election protest",NA,NA,0,1,0,0,"(2) Right exists but some problems","(3) Citizens have freedom of association","(3) Citizens have freedom of speech",0.5,"(2) Moderate - moderate problems","(2) Moderate - moderate problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,9,4,1,NA,"PF",10,900.844214373609,8849999.9,25.3523690119419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Sudan-1981",NA,NA,2,2,NA,"No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.5,"(2) Moderate - moderate problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,10,4,1,NA,NA,NA,935.196315616168,19329999.9,24.5757243336575,NA,"unclear","unclear","unclear","unclear","unclear","unclear","unclear","unclear","unclear","unclear","unclear","unclear","unclear","unclear","unclear",5,7,1,2,0,NA,NA
"190","Sudan-1982",0,NA,2,3,0,"No","Yes","No","No","9","Federal system","Autonomous decision","Yes, inexact periods","Multiple days","Yes","Yes","Plurality (FPP)","Directly elected","Missing information","One","Yes","No","No","No","No","N/A - no election protest",NA,NA,0,1,0,0,"(1) Citizens do not have right to change government","(1) Citizens do not have freedom of association","(1) Citizens do not have freedom of speech",1,"(2) Moderate - moderate problems","(3) High - major problems","(0) Good - no problems","(3) High - major problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,11,4,1,NA,"PF",10,957.447320881029,16789999.9,25.7128797492595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,0,2,1,NA,NA
"191","Sudan-1983",0,NA,3,3,NA,"Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"(1) Citizens do not have right to change government","(2) Right exists but some problems","(2) Right exists but some problems",1,"(3) High - major problems","(3) High - major problems",NA,"(3) High - major problems",NA,NA,"(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,12,4,1,NA,"PF",10,944.75249557951,6320000,30.5877747791383,NA,"no","no","no","no","yes","no","yes","no",NA,"no","no",NA,NA,"no","no",4,6,0,2,1,NA,NA
"192","Sudan-1986",3,NA,2,0,0,"No",NA,"No","No","1","Unitary system","Central government decision","Missing information","Multiple days","N/A - no legislature","No executive elections","N/A - no legislature","Elected through legislature","N/A - no elected executive","N/A - no legislature","No","N/A - no legislature","Yes","No","No","N/A - no election protest",NA,NA,0,1,1,0,"(2) Right exists but some problems","(1) Citizens do not have freedom of association","(2) Right exists but some problems",0,"(2) Moderate - moderate problems","(0) Good - no problems","(0) Good - no problems","(3) High - major problems","(0) Good - no problems","(0) Good - no problems","(3) High - major problems","(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,3,4,3,"PF",9,808.830950979983,-8169999.9,24.4534901251321,NA,"yes","yes","yes","yes","no","no","yes","no",NA,"no","no",NA,NA,"no","no",3,9,2,2,1,NA,NA
"193","Sudan-1996",0,72.2,3,2,0,"No","No","No","No","1","Federal system","Central government decision","Yes, inexact periods","Multiple days","No","No","Plurality (FPP)","Directly elected","Majority rule","Missing information","No","Missing information","Missing information","No","No","N/A - no election protest",72.2,NA,1,1,0,0,"(1) Citizens do not have right to change government","(1) Citizens do not have freedom of association","(2) Right exists but some problems",1,"(3) High - major problems","(2) Moderate - moderate problems","(3) High - major problems","(3) High - major problems","(0) Good - no problems","(0) Good - no problems",NA,"(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,4,1,NA,"NF",14,991.247446978262,4e+05,132.823777374138,NA,"yes","yes","no","yes","yes","yes","yes","no",NA,"no","yes","yes","no","no","yes",0,0,0,2,0,NA,NA
"194","Sudan-1998",NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,9,4,1,1,"NF",14,1082.82849837633,370700000,24.6218785461584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA
"195","Sudan-2000",1,67.9,3,2,3,"No","No","No","No","2","Federal system","Autonomous decision","Yes, exact periods","Multiple days","No","No","Plurality (FPP)","Directly elected","Majority rule","Missing information","No","No","No","Yes","Yes","Low participation",67.9,NA,1,1,0,0,"(1) Citizens do not have right to change government","(1) Citizens do not have freedom of association","(1) Citizens do not have freedom of speech",1,"(3) High - major problems","(2) Moderate - moderate problems","(2) Moderate - moderate problems","(3) High - major problems","(1) Low - minor problems only","(3) High - major problems",NA,"(1) Low - minor problems only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-6,1,4,2,NA,"NF",14,1123.55273055958,392200000,7.12125897172304,NA,"no","yes","yes","yes","yes","yes","yes","no",NA,"no","yes","no",NA,"unclear","yes",0,0,0,1,0,NA,NA
"196","Sudan-2009",NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-3,4,3,2,NA,"NF",14,1328.22651782241,1726298402.95145,11.2567587063008,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,NA,85.33
"197","Sudan-2009",NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-3,4,3,2,NA,"NF",14,1328.22651782241,1726298402.95145,11.2567587063008,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,NA,139
"198","Sudan-2010",3,NA,2,2,3,"No","No","No","No","5","Federal system","Autonomous decision","Yes, exact periods","Multiple days","Yes","No","Mixed systems","Directly elected","Majority rule","Two","No","Yes","Yes","No","No","N/A - no election protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-2,5,3,3,0,"NF",14,1344.17128830365,2063730997.66213,12.9776663898014,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","no","unclear",1,4,1,2,0,NA,NA
"199","Sudan-2011",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-2,0,3,3,98,"NF",14,1423.37912837393,1734376994.48388,18.0966171221351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,0,NA,NA
"200","Sudan-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NF",14,1336.50178189381,1251280889.37784,36.9066427863594,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.34
"201","Sudan-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NF",14,1336.50178189381,1251280889.37784,36.9066427863594,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169
"202","Sudan-2015",3,43,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,43.32398,3.6666667,27.75,49.3125,40.666668,38.833332,46.3,37.075,27.125,45.046875,56.85,58.8125,42.875,43,NA,NA,NA,NA,NA,NA,"NF",14,1329.63596169544,1728373403.43067,16.9095706050979,NA,"no","yes","yes","yes","yes","no","yes","yes","yes","no","yes","no",NA,"yes","no",NA,NA,NA,NA,NA,1,72.53
"203","Sudan-2015",3,43,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,43.32398,3.6666667,27.75,49.3125,40.666668,38.833332,46.3,37.075,27.125,45.046875,56.85,58.8125,42.875,43,NA,NA,NA,NA,NA,NA,"NF",14,1329.63596169544,1728373403.43067,16.9095706050979,NA,"no","yes","yes","yes","yes","no","yes","yes","yes","no","yes","no",NA,"yes","no",NA,NA,NA,NA,NA,1,167
"204","Zimbabwe-1970",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1528.25754668371,18670000,NA,NA,"yes","yes","yes","yes","yes","yes","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"205","Zimbabwe-1974",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NF",11,1714.75635815448,33350000,NA,NA,"no","yes","yes","yes","yes","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"206","Zimbabwe-1977",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NF",11,1426.39908321353,-3815193.51652908,NA,NA,"no","yes","yes","yes","yes","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"207","Zimbabwe-1979",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PF",8,1344.0080778375,146951.392464029,NA,NA,"no","yes","yes","yes","yes","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"208","Zimbabwe-1980",3,NA,1,0,0,"No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,"(3) Citizens have the right to change government","(3) Citizens have freedom of association","(2) Right exists but some problems",0,"(1) Low - minor problems only","(0) Good - no problems","(1) Low - minor problems only","(3) High - major problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,3,3,99,"PF",7,1486.21899764012,1549689.61046654,NA,NA,"no","yes","yes","yes","no","no","no","yes","no","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA
"209","Zimbabwe-1985",3,NA,1,1,0,"No","Yes","No","Yes","5","Unitary system","Central government decision","Yes, inexact periods","Multiple days","No","No executive elections","Majority","Elected through legislature","N/A - no elected executive","More than two","No","Yes","Yes","No","No","N/A - no election protest",NA,NA,0,1,0,0,"(3) Citizens have the right to change government","(2) Right exists but some problems","(2) Right exists but some problems",0,"(1) Low - minor problems only","(1) Low - minor problems only","(1) Low - minor problems only","(2) Moderate - moderate problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,"PF",10,1526.50790377126,2848609.09866397,NA,NA,"no","yes","yes","yes","yes","no","no","yes","yes","no","no",NA,NA,"no","no",1,6,2,2,2,NA,NA
"210","Zimbabwe-1990",3,53,2,2,1,"No","No","No","Yes","10","Unitary system","Central government decision","Yes, inexact periods","Multiple days","No","No","Majority","Directly elected","Majority rule","More than two","No","Yes","Yes","No","No","N/A - no election protest",NA,53,1,1,0,0,"(2) Right exists but some problems","(2) Right exists but some problems","(1) Citizens do not have freedom of speech",0,"(2) Moderate - moderate problems","(2) Moderate - moderate problems","(3) High - major problems","(2) Moderate - moderate problems","(0) Good - no problems","(1) Low - minor problems only",NA,"(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,3,4,2,NA,"PF",10,1623.93017568974,-12205847.8193433,NA,NA,"no","yes","yes","yes","yes","no","no","yes","yes","no","yes","yes","no","no","no",2,7,0,0,2,NA,NA
"211","Zimbabwe-1995",3,31.8,3,2,0,"No","Yes","No","No","16","Unitary system","Central government decision","Yes, inexact periods","Multiple days","No","No","Majority","Directly elected","Majority rule","One","No","No","No","Yes","Yes","Low participation",31.8,NA,0,1,0,0,"(2) Right exists but some problems","(2) Right exists but some problems","(1) Citizens do not have freedom of speech",1,"(3) High - major problems","(2) Moderate - moderate problems","(3) High - major problems",NA,"(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(2) Moderate - moderate problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,8,4,2,NA,"PF",10,1576.08692864303,117700000,NA,NA,"no","yes","yes","yes","no","yes","no","yes","no","no","yes","no",NA,"no","no",4,9,0,2,2,NA,NA
"212","Zimbabwe-1996",1,32.3,2,1,0,"Yes","No","No","Yes","17","Unitary system","Central government decision","Yes, inexact periods","Multiple days","No","No","Majority","Directly elected","Majority rule","One","No","Missing information","Missing information","Yes","Yes","Low participation",NA,32.3,1,0,0,0,"(2) Right exists but some problems","(2) Right exists but some problems","(1) Citizens do not have freedom of speech",1,"(2) Moderate - moderate problems","(1) Low - minor problems only","(3) High - major problems","(0) Good - no problems","(1) Low - minor problems only","(0) Good - no problems","(0) Good - no problems","(3) High - major problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,9,4,2,NA,"PF",10,1719.71372014161,80900000,NA,NA,"no","yes","yes","yes","no","yes","no","no",NA,"no","yes","no",NA,"no","no",4,10,1,2,2,NA,NA
"213","Zimbabwe-2000",3,48.3,3,2,3,"No","Yes","No","Yes","21","Unitary system","Central government decision","Yes, inexact periods","Multiple days","No","No","Majority","Directly elected","Majority rule","One","No","Yes","Yes","No","No","N/A - no election protest",48.3,NA,0,1,0,0,"(2) Right exists but some problems","(2) Right exists but some problems","(2) Right exists but some problems",1,"(3) High - major problems","(2) Moderate - moderate problems","(3) High - major problems","(2) Moderate - moderate problems","(2) Moderate - moderate problems","(3) High - major problems","(0) Good - no problems","(3) High - major problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-3,1,3,3,NA,"PF",11,1696.75326246938,23199999.9,NA,NA,"no","yes","yes","yes","yes","no","no","yes","yes","no","yes","yes","yes","no","no",4,5,0,2,1,NA,NA
"214","Zimbabwe-2002",3,54.3,3,2,2,"Yes","No","No","No","23","Unitary system","Central government decision","Yes, inexact periods","Multiple days","No","No","Majority","Directly elected","Majority rule","Two","No","Missing information","Missing information","No","Yes","Widespread participation",NA,54.3,1,0,0,0,"(1) Citizens do not have right to change government","(2) Right exists but some problems","(1) Citizens do not have freedom of speech",1,"(3) High - major problems","(2) Moderate - moderate problems","(3) High - major problems",NA,"(0) Good - no problems","(2) Moderate - moderate problems","(0) Good - no problems","(3) High - major problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-4,3,3,3,NA,"NF",12,1558.54688597736,25899999.9,NA,NA,"no","yes","yes","yes","yes","no","yes","yes","yes","no","yes","yes","yes","no","no",2,2,0,2,0,NA,45.5
"215","Zimbabwe-2002",3,54.3,3,2,2,"Yes","No","No","No","23","Unitary system","Central government decision","Yes, inexact periods","Multiple days","No","No","Majority","Directly elected","Majority rule","Two","No","Missing information","Missing information","No","Yes","Widespread participation",NA,54.3,1,0,0,0,"(1) Citizens do not have right to change government","(2) Right exists but some problems","(1) Citizens do not have freedom of speech",1,"(3) High - major problems","(2) Moderate - moderate problems","(3) High - major problems",NA,"(0) Good - no problems","(2) Moderate - moderate problems","(0) Good - no problems","(3) High - major problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-4,3,3,3,NA,"NF",12,1558.54688597736,25899999.9,NA,NA,"no","yes","yes","yes","yes","no","yes","yes","yes","no","yes","yes","yes","no","no",2,2,0,2,0,NA,84
"216","Zimbabwe-2005",2,47.66,3,3,3,"No","Yes","No","Yes","26","Unitary system","Central government decision","Yes, inexact periods","Multiple days","No","No","Plurality (FPP)","Directly elected","Majority rule","Two","No","Yes","Yes","No","Yes","Moderate participation",47.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-4,6,3,3,NA,"NF",13,1137.30318034404,102800000,NA,NA,"no","yes","yes","yes","no","no","no","no",NA,"no","yes","no","yes","no","no",2,1,0,2,0,1,50
"217","Zimbabwe-2005",2,47.66,3,3,3,"No","Yes","No","Yes","26","Unitary system","Central government decision","Yes, inexact periods","Multiple days","No","No","Plurality (FPP)","Directly elected","Majority rule","Two","No","Yes","Yes","No","Yes","Moderate participation",47.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-4,6,3,3,NA,"NF",13,1137.30318034404,102800000,NA,NA,"no","yes","yes","yes","no","no","no","no",NA,"no","yes","no","yes","no","no",2,1,0,2,0,1,77
"218","Zimbabwe-2008",0,NA,3,3,NA,"No","No","No","No",NA,"Unitary system","Central government decision","Yes, inexact periods","Multiple days","No","No","Plurality (FPP)","Directly elected","Majority rule","Two","No","Yes","Yes","Yes","Yes","Missing information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-4,9,3,3,NA,"NF",13,849.611584122708,51600000,NA,NA,"no","yes","yes","yes","yes","no","yes","no",NA,"yes","yes","no",NA,"no","no",0,0,0,2,0,NA,46.5
"219","Zimbabwe-2008",0,NA,3,3,NA,"No","No","No","No",NA,"Unitary system","Central government decision","Yes, inexact periods","Multiple days","No","No","Plurality (FPP)","Directly elected","Majority rule","Two","No","Yes","Yes","Yes","Yes","Missing information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-4,9,3,3,NA,"NF",13,849.611584122708,51600000,NA,NA,"no","yes","yes","yes","yes","no","yes","no",NA,"yes","yes","no",NA,"no","no",0,0,0,2,0,NA,90
"220","Zimbabwe-2013",2,57.494,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,35.15502,3.6923077,26.923077,29.326923,30.801281,15.384615,50.21154,32.634617,25.48077,35.673077,46.326923,49.423077,32.403847,57.494,0,4,0,3,3,1,"NF",11,1435.06266340408,373050000,1.63495041543823,NA,"no","yes","yes","yes","yes","yes","no","no",NA,"no","yes","no",NA,"yes","no",NA,NA,NA,NA,NA,NA,39.19
"221","Zimbabwe-2013",2,57.494,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,35.15502,3.6923077,26.923077,29.326923,30.801281,15.384615,50.21154,32.634617,25.48077,35.673077,46.326923,49.423077,32.403847,57.494,0,4,0,3,3,1,"NF",11,1435.06266340408,373050000,1.63495041543823,NA,"no","yes","yes","yes","yes","yes","no","no",NA,"no","yes","no",NA,"yes","no",NA,NA,NA,NA,NA,NA,124
"222","Zimbabwe-2018",3,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,40.81888,4.1,32.5,45.625,47,32.458332,55.975,42.5,15.5,43.78125,51.4,33.65625,42.5,NA,0,4,5,3,3,NA,"PF",10,1529.0263737276,717865322.24885,10.6188658669575,NA,"no","yes","yes","yes","yes","no","yes","yes","yes","no","yes","yes","yes","no","no",NA,NA,NA,NA,NA,1,40.53
"223","Zimbabwe-2018",3,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,40.81888,4.1,32.5,45.625,47,32.458332,55.975,42.5,15.5,43.78125,51.4,33.65625,42.5,NA,0,4,5,3,3,NA,"PF",10,1529.0263737276,717865322.24885,10.6188658669575,NA,"no","yes","yes","yes","yes","no","yes","yes","yes","no","yes","yes","yes","no","no",NA,NA,NA,NA,NA,1,126
