NEWID,NEWID2,COUNTRY,YEAR,COW,DATELEG,DATEEXEC,LEGELEC,EXELEC,SELTRANS,SELRUNOFF,SP1,SP2,SOBSDOM,SIEMASS,SF1,SF2,SF3,SA1,SA2,SREC,SR0STR,SR11CHEAT,SR13VIOL,SR12CAP,SR21CHEAT,SR23VIOL,SR22CAP,INTERCODER,REC_SCORE,PROBLEMS
944,943,Colombia                    ,1990,100,NA,(5) May,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,9,4,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,NA,(0) Good - no problems,1,1,2
945,944,Colombia                    ,1991,100,(10) October,NA,(1) Legislative Election,(0) Otherwise,NA,NA,9,0,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,NA,NA,NA,NA,NA,NA,0,0,2
948,947,Colombia                    ,1994,100,(3) March,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(1) Run-off Election,7,6,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,0,0,2
949,948,Colombia                    ,1994,100,NA,(6) June,(0) Otherwise,(1) Executive Election,(0) Otherwise,(1) Run-off Election,7,6,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,0,0,2
953,952,Colombia                    ,1998,100,(3) March,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,6,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,2,0,2
954,953,Colombia                    ,1998,100,NA,(5) May,(0) Otherwise,(1) Executive Election,(0) Otherwise,(1) Run-off Election,NA,6,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,0,0,2
958,957,Colombia                    ,2002,100,(3) March,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,14,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(1) Low - minor problems only,NA,(0) Good - no problems,1,0,2
959,958,Colombia                    ,2002,100,NA,(5) May,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,14,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(1) Low - minor problems only,NA,(0) Good - no problems,0,0,2
965,964,Comoro Is.                  ,1978,581,NA,(10) October,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,3,1,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",NA,NA,(3) High - major problems,NA,NA,NA,NA,0,NA,5
966,965,Comoro Is.                  ,1978,581,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,3,1,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0.5,(3) High - major problems,"(0) No reconciliation, consensus",NA,NA,(3) High - major problems,NA,NA,NA,NA,0,NA,NA
972,971,Comoro Is.                  ,1984,581,NA,(9) September,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,4,2,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,(1) One variable had to be reconciled,NA,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,3,0,4
975,974,Comoro Is.                  ,1987,581,(3) March,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,4,2,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,NA,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,NA,(0) Good - no problems,1,1,5
978,977,Comoro Is.                  ,1990,581,NA,(3) March,(0) Otherwise,(1) Executive Election,(0) Otherwise,(1) Run-off Election,4,5,(0) Otherwise,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,1,0,1
980,979,Comoro Is.                  ,1992,581,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,1
981,980,Comoro Is.                  ,1993,581,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,3,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,0,0,1
984,983,Comoro Is.                  ,1996,581,NA,(3) March,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,5,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(3) Citizens have freedom of association,(1) Citizens do not have freedom of speech,0.5,(1) Low - minor problems only,"(0) No reconciliation, consensus",(1) Low - minor problems only,(1) Low - minor problems only,NA,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,NA
985,984,Comoro Is.                  ,1996,581,(12) December,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,5,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(3) Citizens have freedom of association,(1) Citizens do not have freedom of speech,0.5,(1) Low - minor problems only,"(0) No reconciliation, consensus",(1) Low - minor problems only,(1) Low - minor problems only,NA,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,NA
991,990,Comoro Is.                  ,2002,581,NA,(3) March,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,12,(0) Otherwise,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
993,992,Comoro Is.                  ,2004,581,(4) April,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,8,(0) Otherwise,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,1
998,997,Congo                       ,1979,484,(7) July,NA,(1) Legislative Election,(0) Otherwise,NA,NA,5,1,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(2) Right exists but some problems,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,NA,NA,NA,NA,NA,NA,NA,NA,5
1003,1002,Congo                       ,1984,484,(9) September,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,5,2,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,(3) High - major problems,NA,NA,NA,NA,NA,1,2,5
1008,1007,Congo                       ,1989,484,(9) September,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,6,3,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(3) High - major problems,"(0) No reconciliation, consensus",(3) High - major problems,(3) High - major problems,(0) Good - no problems,NA,NA,(0) Good - no problems,NA,2,0,5
1011,1010,Congo                       ,1992,484,(6) June,NA,(1) Legislative Election,(0) Otherwise,(1) Transition or Transitional Election,(1) Run-off Election,5,5,(0) Otherwise,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,0,0,1
1012,1011,Congo                       ,1992,484,NA,(8) August,(0) Otherwise,(1) Executive Election,(1) Transition or Transitional Election,(1) Run-off Election,5,5,(0) Otherwise,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,0,0,1
1013,1012,Congo                       ,1993,484,(10) October,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,5,4,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(2) Moderate - moderate problems,(3) High - major problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,0,0,2
1022,1021,Congo                       ,2002,484,NA,(3) March,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,9,(1) Presence of Domestic Observers,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(2) Moderate - moderate problems,(1) Low - minor problems only,NA,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(2) Moderate - moderate problems,0,0,2
1023,1022,Congo                       ,2002,484,(5) May,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,9,(1) Presence of Domestic Observers,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(1) One variable had to be reconciled,(2) Moderate - moderate problems,(1) Low - minor problems only,NA,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(2) Moderate - moderate problems,0,0,2
1029,1028,Costa Rica                  ,1978,94,(2) February,(2) February,(1) Legislative Election,(1) Executive Election,(0) Otherwise,(0) Otherwise,3,2,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
