country_year,electexec,electleg,electboth,IAEP.Constitution amended this year?,IAEP.Age of constitution (years),govstruct,IAEP.Regional government reps selected,IAEP.Election scheduled,IAEP.Election period,IAEP.Do party nominations field leg candidates?,IAEP.Do party nominations field executive candidates?,IAEP.Leg elec sys,IAEP.Exec elec sys,IAEP.Exec elec rules,IAEP.Num of parties that hold >= 5% of legislature,IAEP.Official state party?,IAEP.Leg elec competetive?,IAEP.Exec elec competetive?,IAEP.Boycotted by major party?,IAEP.Did election cause protest/violence?,IAEP.protestpart,IAEP.% of pop voting in leg elec,IAEP.% of pop voting in exec elec,EXELEC,LEGELEC,QED.Transitional election,QED.Runoff election,QED.Freedom to change government,QED.Freedom of association,QED.Freedom of speech,QED.Overall election quality,QED.Extent of election problems,QED.Pre-election legal structural enviornment,QED.Pre-election political conditions,QED.Pre-election violence/unrest,QED.Pre-election administrative capacity,QED.Election day explicit cheating,QED.Election day violence/unrest,QED.Election day administrative capacity,PEI.# years since last regime transition,PEI.WB income level,"PEI.PEI index of electoral integrity, imputed",PEI.Rating of electoral integrity (1-10),"PEI.Electoral laws index (0-100), imputed","PEI.Electoral prodcedures index (0-100), imputed","PEI.Voting district boundaries index (0-100), imputed","PEI.Voter regisration index (0-100), imputed","PEI.Party/candidate registration index (0-100), imputed","PEI.Media coverage index (0-100), imputed","PEI.Campaign finance index (0-100), imputed","PEI.Voting process index (0-100), imputed","PEI.Vote count index (0-100), imputed","PEI.Voting results/reactions index (protests/disputes) (0-100), imputed","PEI.Electoral authorities index (0-100), imputed",PEI.turnout,nelda1,nelda3,nelda4,nelda5,nelda11,nelda17,nelda18,nelda29,nelda30,nelda32,nelda45,nelda46,nelda47,nelda48,nelda49,VDEM.turnout,VDEM.VAP_turnout,VDEM.EMB_capacity_ord,VDEM.yrs_education,v2xel_elecparl,v2xel_elecpres,VDEM.elec_viol,VDEM.international_monitors_present,country,POLITY5.fragment,POLITY5.polity2,POLITY5.durable,POLITY5.parreg,POLITY5.parcomp,POLITY5.regtrans,FH.status,FH.fh_total,WB.GDP per capita (constant 2015 US$),"WB.Foreign direct investment, net inflows (BoP, current US$","WB.Inflation, consumer prices (annual %)",WB.Gini index,WB.%pop living in urban,WB.adult literacy rate,CIRI.PHYSINT,CIRI.NEW_EMPINX,CIRI.ELECSD,CIRI.WOPOL,CIRI.INJUD,Press Freedom Index,"AFROBAR.Election Integrity (10=free/fair, 0=unfree/unfair)"
Democratic Republic of the Congo-1977,Yes,Yes,Yes,No,3,Unitary system,Central government decision,"Yes, exact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Democratic Republic of the Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo-1982,No,Yes,No,Yes,4,Unitary system,Central government decision,"Yes, inexact periods",Multiple days,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Democratic Republic of the Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo-1984,Yes,No,No,No,6,Unitary system,Central government decision,"Yes, inexact periods",Multiple days,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,Missing information,Missing information,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Democratic Republic of the Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo-1987,No,Yes,No,No,9,Unitary system,Central government decision,"Yes, inexact periods",Multiple days,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,No,No,No,Yes,Widespread participation,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Democratic Republic of the Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo-2006,No,No,No,No,3,Unitary system,No regional/provincial governments,Missing information,Missing information,N/A - no elected legislature,No executive elections,N/A - no elected legislature,Missing information,N/A - no elected executive,More than two,Missing information,Yes,Yes,Yes,No,N/A - no election protest,.a,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.54,61.57,1,3.546,1,1,1.483,1,Democratic Republic of the Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo-2011,No,No,No,No,5,Missing information,Central government decision,"Yes, exact periods",One day,Yes,No,Proportional representation,Directly elected,Majority rule,More than two,No,Yes,Yes,Yes,Yes,Missing information,.a,59.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.05,55.56,1,3.592,1,1,1.367,1,Democratic Republic of the Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,41.53,0,3.592,1,1,1.253,1,Democratic Republic of the Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti-1981,Yes,No,No,No,4,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,Missing information,Missing information,No,No,N/A - no election protest,.a,.a,1,0,0,0,(2) Right exists but some problems,(3) Citizens have freedom of association,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Djibouti,NA,-8,4,4,1,NA,NA,NA,NA,20000,5.71736785374117,NA,73.028,NA,NA,NA,NA,NA,2,NA,NA
Djibouti-1982,No,Yes,No,No,5,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,92.3,.a,0,1,0,0,(1) Citizens do not have right to change government,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(3) High - major problems,(2) Moderate - moderate problems,NA,(0) Good - no problems,(3) High - major problems,(1) Low - minor problems only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Djibouti,NA,-8,5,4,1,NA,NF,11,NA,-60000,-2.41071428572346,NA,73.942,NA,NA,NA,NA,NA,2,NA,NA
Djibouti-1987,No,Yes,No,No,10,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,88.69,.a,1,1,0,0,(1) Citizens do not have right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,1,(3) High - major problems,(3) High - major problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Djibouti,NA,-8,10,4,1,NA,NF,12,NA,420000,4.08911644641213,NA,75.341,NA,NA,NA,NA,NA,1,NA,NA
Djibouti-1992,No,Yes,No,No,15,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Plurality (FPP),Directly elected,Majority rule,One,Yes,No,No,No,No,N/A - no election protest,48.44,.a,1,1,0,NA,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(3) High - major problems,NA,(2) Moderate - moderate problems,(3) High - major problems,(3) High - major problems,NA,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,unclear,unclear,no,N/A,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Djibouti,NA,-7,15,4,2,0,NF,12,NA,2290106.40273237,NA,NA,76.161,NA,NA,NA,NA,NA,1,NA,NA
Djibouti-1993,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(3) High - major problems,(3) High - major problems,(3) High - major problems,NA,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,unclear,unclear,no,N/A,no,yes,unclear,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Djibouti,NA,-7,16,4,2,NA,NF,12,NA,1423579.65575256,NA,NA,76.207,NA,NA,NA,NA,NA,1,NA,NA
Djibouti-1997,No,Yes,No,No,5,Unitary system,Autonomous decision,Missing information,One day,Yes,Yes,Majority,Directly elected,Majority rule,One,No,Yes,Yes,No,No,N/A - no election protest,56.8,.a,0,1,0,0,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(1) Low - minor problems only,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,no,N/A,no,no,no,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Djibouti,NA,-6,20,3,2,NA,NF,11,NA,3100365.17912908,NA,NA,76.393,NA,NA,NA,NA,NA,0,NA,NA
Djibouti-1999,Yes,No,No,No,7,Unitary system,Autonomous decision,Missing information,One day,Yes,Yes,Majority,Directly elected,Majority rule,Two,No,Missing information,Missing information,No,No,N/A - no election protest,.a,56.3,1,0,0,0,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(1) Low - minor problems only,(3) High - major problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,no,N/A,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Djibouti,NA,1,0,3,3,3,PF,10,NA,3212901.12029529,NA,NA,76.485,NA,NA,NA,NA,NA,0,NA,NA
Djibouti-2003,No,Yes,No,No,11,Unitary system,Autonomous decision,Missing information,One day,Yes,Yes,Majority,Directly elected,Majority rule,Two,No,Yes,Yes,No,Yes,Low participation,48.37,.a,0,1,0,0,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(2) Moderate - moderate problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,no,N/A,no,yes,yes,no,no,no,48.42,23.56,2,NA,1,0,3.793,1,Djibouti,0,1,4,3,3,NA,PF,10,NA,14224542.9634089,1.98196734627542,NA,76.67,NA,4,7,1,2,0,55,NA
Djibouti-2003,No,Yes,No,No,11,Unitary system,Autonomous decision,Missing information,One day,Yes,Yes,Majority,Directly elected,Majority rule,Two,No,Yes,Yes,No,Yes,Low participation,48.37,.a,0,1,0,0,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(2) Moderate - moderate problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,yes,no,N/A,no,yes,yes,no,no,no,48.42,23.56,2,NA,1,0,3.793,1,Djibouti,0,1,4,3,3,NA,PF,10,NA,14224542.9634089,1.98196734627542,NA,76.67,NA,4,7,1,2,0,95,NA
Djibouti-2005,Yes,No,No,No,13,Unitary system,Autonomous decision,Missing information,One day,Yes,Yes,Majority,Directly elected,Majority rule,Two,No,Missing information,Missing information,Yes,No,N/A - no election protest,.a,78.90000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,78.9,54.08,2,NA,0,1,3.612,1,Djibouti,0,2,6,2,3,NA,PF,10,NA,22203341.1920932,3.104966401483,NA,76.761,NA,5,6,1,2,0,33,NA
Djibouti-2005,Yes,No,No,No,13,Unitary system,Autonomous decision,Missing information,One day,Yes,Yes,Majority,Directly elected,Majority rule,Two,No,Missing information,Missing information,Yes,No,N/A - no election protest,.a,78.90000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,78.9,54.08,2,NA,0,1,3.612,1,Djibouti,0,2,6,2,3,NA,PF,10,NA,22203341.1920932,3.104966401483,NA,76.761,NA,5,6,1,2,0,57,NA
Djibouti-2008,No,Yes,No,Yes,16,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Majority,Directly elected,Majority rule,More than two,No,No,No,Yes,No,N/A - no election protest,72.59999999999999,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,yes,no,N/A,no,no,72.61,27.72,2,NA,1,0,3.619,1,Djibouti,0,2,9,2,3,NA,PF,10,NA,227654582.182184,11.9586206896552,NA,76.899,NA,7,7,1,2,1,31,NA
Djibouti-2008,No,Yes,No,Yes,16,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Majority,Directly elected,Majority rule,More than two,No,No,No,Yes,No,N/A - no election protest,72.59999999999999,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,yes,no,N/A,no,no,72.61,27.72,2,NA,1,0,3.619,1,Djibouti,0,2,9,2,3,NA,PF,10,NA,227654582.182184,11.9586206896552,NA,76.899,NA,7,7,1,2,1,64,NA
Djibouti-2011,Yes,No,No,No,19,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Majority,Directly elected,Majority rule,More than two,No,No,No,Yes,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,yes,no,N/A,yes,no,75.45,25.98,2,NA,0,1,3.636,1,Djibouti,0,2,12,2,3,NA,NF,11,NA,79000230.6986794,5.06871394777984,NA,77.064,NA,4,6,0,2,0,NA,NA
Djibouti-2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,25.321428,2.2,18.333334,24.0625,44.083332,23.916666,19.9,26,16.15,30.96875,23.35,32.5,20.1875,69.2,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,N/A,no,no,69.16,26.82,2,NA,1,0,3.221,1,Djibouti,0,3,14,2,0,0,NF,11,2386.2481879402,286004467.676864,2.70603242872186,44.1,77.222,NA,NA,NA,NA,NA,NA,70.34,NA
Djibouti-2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,25.321428,2.2,18.333334,24.0625,44.083332,23.916666,19.9,26,16.15,30.96875,23.35,32.5,20.1875,69.2,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,N/A,no,no,69.16,26.82,2,NA,1,0,3.221,1,Djibouti,0,3,14,2,0,0,NF,11,2386.2481879402,286004467.676864,2.70603242872186,44.1,77.222,NA,NA,NA,NA,NA,NA,165,NA
Djibouti-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,34.957485,3.1666667,25.972221,47.291668,41.59722,25.763887,28.875,33.458332,16.541666,36.875,44.541668,46.458332,36.458332,73.4,no,yes,yes,yes,yes,yes,no,no,N/A,no,yes,no,N/A,no,no,69.26,24.73,2,NA,0,1,3.437,1,Djibouti,0,3,17,2,0,NA,NF,11,2789.69381039298,159997974.353059,2.73841208738761,NA,77.528,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,34.957485,3.1666667,25.972221,47.291668,41.59722,25.763887,28.875,33.458332,16.541666,36.875,44.541668,46.458332,36.458332,73.4,no,yes,yes,yes,yes,yes,no,no,N/A,no,yes,no,N/A,no,no,69.26,24.73,2,NA,0,1,3.437,1,Djibouti,0,3,17,2,0,NA,NF,11,2789.69381039298,159997974.353059,2.73841208738761,NA,77.528,NA,NA,NA,NA,NA,NA,165,NA
Djibouti-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,33.915817,3.3333333,16.666666,40.625,35.208332,33.333336,32.5,30,20,35.9375,46.25,43.75,34.375,63.83,no,yes,yes,yes,yes,unclear,no,no,N/A,no,yes,no,N/A,no,unclear,61.78,21.48,2,NA,1,0,3.444,1,Djibouti,0,3,19,2,0,NA,NF,11,3088.5637801271,170000000,0.147970849877116,NA,77.777,NA,NA,NA,NA,NA,NA,70.77,NA
Djibouti-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,33.915817,3.3333333,16.666666,40.625,35.208332,33.333336,32.5,30,20,35.9375,46.25,43.75,34.375,63.83,no,yes,yes,yes,yes,unclear,no,no,N/A,no,yes,no,N/A,no,unclear,61.78,21.48,2,NA,1,0,3.444,1,Djibouti,0,3,19,2,0,NA,NF,11,3088.5637801271,170000000,0.147970849877116,NA,77.777,NA,NA,NA,NA,NA,NA,173,NA
Djibouti-2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.44,27.06,2,NA,0,1,3.468,1,Djibouti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.62,NA
Djibouti-2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.44,27.06,2,NA,0,1,3.468,1,Djibouti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA
Egypt-1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Egypt,NA,1,11,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt-1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt-1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Egypt,NA,-7,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt-1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Egypt,NA,-7,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt-1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Egypt,NA,-7,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt-1964,No,Yes,No,Missing information,NA,Federal system,Missing information,"Yes, inexact periods",One day,N/A - no elected legislature,No executive elections,N/A - no elected legislature,Missing information,N/A - no elected executive,Missing information,Yes,No,No,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,yes,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Egypt,NA,-7,12,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt-1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Egypt,NA,-7,13,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
